date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
2003-04-01,RUS,RUB,Russia,41,31.1,1.31832797427653,-0.46409,-0.55776,-0.58071,-0.39619,0.1026,4770.93726,1.86289687389548,-0.20603,-0.44575,-0.45835,-0.09411,0.06434
2003-04-01,SGP,SGD,Singapore,3.3,1.78,1.85393258426966,-0.24637,-0.37808,-0.41036,-0.15087,0.55056,29578.9945272727,2.53372175171396,-0.17908,-0.42693,-0.43996,-0.06335,0.10048
2003-04-01,SWE,SEK,Sweden,30,8.34,3.59712230215827,0.46224,0.20668,0.14405,0.64754,2.0085,23877.203456,2.37954187146276,0.69602,0.18395,0.15704,0.9351,1.27357
2003-04-01,THA,THB,Thailand,59,42.7,1.38173302107728,-0.43832,-0.53649,-0.56055,-0.36715,0.15563,3743.19904271186,1.8351062107003,-0.15524,-0.4103,-0.4237,-0.03616,0.13242
2003-04-01,TUR,TRY,Turkey,3750000,1600500,2.34301780693533,-0.04755,-0.21402,-0.25481,0.07314,0.95961,0.003606909728,1.73388794141707,0.51608,0.05834,0.03428,0.7298,1.03236
2003-04-01,TWN,TWD,Taiwan,70,34.8,2.01149425287356,-0.18232,-0.32523,-0.36025,-0.0787,0.68234,16589.1524691429,2.18246856337898,0.03404,-0.27816,-0.29457,0.17981,0.38617
2003-04-01,USA,USD,United States,2.46,1,2.46,0,-0.17477,-0.21761,0.12672,1.05745,37945.761,2.75996417917753,0,-0.30192,-0.31779,0.14097,0.34053
2003-04-01,VEN,VEF,Venezuela,3700,1598,2.3153942428035,-0.05878,-0.22328,-0.2636,0.06049,0.93651,,,,,,,
2003-04-01,ZAF,ZAR,South Africa,13.95,7.56,1.8452380952381,-0.2499,-0.381,-0.41313,-0.15485,0.54329,5152.07728172043,1.87320313067923,0.10519,-0.22849,-0.24603,0.26098,0.48154
2004-05-01,ARG,ARS,Argentina,4.36,2.95,1.47796610169492,-0.40163,-0.5505,-0.56081,-0.36256,0.17669,6287.3776353211,2.11255525194776,-0.18955,-0.47212,-0.45963,-0.13827,0.12971
2004-05-01,AUS,AUD,Australia,3.25,1.43,2.27272727272727,-0.07987,-0.30878,-0.32464,-0.01978,0.80944,31873.21668,2.69103373468706,-0.02164,-0.36275,-0.34767,0.04026,0.36376
2004-05-01,BRA,BRL,Brazil,5.4,3.18,1.69811320754717,-0.3125,-0.48354,-0.49539,-0.26761,0.35196,4332.41613518519,2.06835489719537,-0.04893,-0.38053,-0.36587,0.01124,0.32572
2004-05-01,CAN,CAD,Canada,3.19,1.37,2.32846715328467,-0.0573,-0.29183,-0.30807,0.00426,0.85382,30743.2700219436,2.66548640644868,0.01196,-0.34086,-0.32527,0.07599,0.4106
2004-05-01,CHE,CHF,Switzerland,6.3,1.29,4.88372093023256,0.97721,0.48532,0.45124,1.10634,2.88819,26463.2138126984,2.56871723590713,1.20245,0.43455,0.46849,1.34179,2.07005
2004-05-01,CHL,CLP,Chile,1400,641,2.18408736349454,-0.11575,-0.33574,-0.35098,-0.05801,0.73887,5876.17936471429,2.10325833769491,0.20295,-0.21646,-0.19793,0.27906,0.67683
2004-05-01,CHN,CNY,China,10.4,8.28,1.256038647343,-0.49148,-0.61799,-0.62676,-0.45827,0,2557.031875,2.02821466214903,-0.2826,-0.53273,-0.52167,-0.23721,0
